SequenceName	SequenceRole	AssignedMolecule	GenBankAccn	Relationship	RefSeqAccn	AssemblyUnit	SequenceLength	UCSCStyleName	circular
211000022278704	unlocalized-scaffold	X	DS485691.1	=	NW_001846980.1	Primary Assembly	1074	chrX_DS485691v1_random	FALSE
211000022279882	unlocalized-scaffold	X	DS485707.1	=	NW_001846996.1	Primary Assembly	1071	chrX_DS485707v1_random	FALSE
211000022278635	unlocalized-scaffold	X	DS485723.1	=	NW_001847012.1	Primary Assembly	1067	chrX_DS485723v1_random	FALSE
211000022278534	unlocalized-scaffold	X	DS485735.1	=	NW_001847024.1	Primary Assembly	1063	chrX_DS485735v1_random	FALSE
211000022279306	unlocalized-scaffold	X	DS485738.1	=	NW_001847027.1	Primary Assembly	1063	chrX_DS485738v1_random	FALSE
211000022278852	unlocalized-scaffold	X	DS485745.1	=	NW_001847034.1	Primary Assembly	1062	chrX_DS485745v1_random	FALSE
211000022280125	unlocalized-scaffold	X	DS485756.1	=	NW_001847045.1	Primary Assembly	1058	chrX_DS485756v1_random	FALSE
211000022279327	unlocalized-scaffold	X	DS485762.1	=	NW_001847051.1	Primary Assembly	1057	chrX_DS485762v1_random	FALSE
211000022278417	unlocalized-scaffold	X	DS485765.1	=	NW_001847054.1	Primary Assembly	1056	chrX_DS485765v1_random	FALSE
211000022278459	unlocalized-scaffold	X	DS485769.1	=	NW_001847058.1	Primary Assembly	1055	chrX_DS485769v1_random	FALSE
211000022278841	unlocalized-scaffold	X	DS485771.1	=	NW_001847060.1	Primary Assembly	1055	chrX_DS485771v1_random	FALSE
211000022279861	unlocalized-scaffold	X	DS485778.1	=	NW_001847067.1	Primary Assembly	1053	chrX_DS485778v1_random	FALSE
211000022278835	unlocalized-scaffold	X	DS485782.1	=	NW_001847071.1	Primary Assembly	1052	chrX_DS485782v1_random	FALSE
211000022278647	unlocalized-scaffold	X	DS485785.1	=	NW_001847074.1	Primary Assembly	1051	chrX_DS485785v1_random	FALSE
211000022279291	unlocalized-scaffold	X	DS485790.1	=	NW_001847079.1	Primary Assembly	1051	chrX_DS485790v1_random	FALSE
211000022278237	unlocalized-scaffold	X	DS485797.1	=	NW_001847086.1	Primary Assembly	1049	chrX_DS485797v1_random	FALSE
211000022279086	unlocalized-scaffold	X	DS485798.1	=	NW_001847087.1	Primary Assembly	1049	chrX_DS485798v1_random	FALSE
211000022278705	unlocalized-scaffold	X	DS485801.1	=	NW_001847090.1	Primary Assembly	1048	chrX_DS485801v1_random	FALSE
211000022278504	unlocalized-scaffold	X	DS485813.1	=	NW_001847102.1	Primary Assembly	1047	chrX_DS485813v1_random	FALSE
211000022279438	unlocalized-scaffold	X	DS485816.1	=	NW_001847105.1	Primary Assembly	1046	chrX_DS485816v1_random	FALSE
211000022279083	unlocalized-scaffold	X	DS485836.1	=	NW_001847125.1	Primary Assembly	1042	chrX_DS485836v1_random	FALSE
211000022278715	unlocalized-scaffold	X	DS485845.1	=	NW_001847134.1	Primary Assembly	1040	chrX_DS485845v1_random	FALSE
211000022278824	unlocalized-scaffold	X	DS485852.1	=	NW_001847141.1	Primary Assembly	1038	chrX_DS485852v1_random	FALSE
211000022278617	unlocalized-scaffold	X	DS485855.1	=	NW_001847144.1	Primary Assembly	1037	chrX_DS485855v1_random	FALSE
211000022278818	unlocalized-scaffold	X	DS485856.1	=	NW_001847145.1	Primary Assembly	1037	chrX_DS485856v1_random	FALSE
211000022279518	unlocalized-scaffold	X	DS485857.1	=	NW_001847146.1	Primary Assembly	1037	chrX_DS485857v1_random	FALSE
211000022278596	unlocalized-scaffold	X	DS485860.1	=	NW_001847149.1	Primary Assembly	1036	chrX_DS485860v1_random	FALSE
211000022279315	unlocalized-scaffold	X	DS485879.1	=	NW_001847168.1	Primary Assembly	1031	chrX_DS485879v1_random	FALSE
211000022278834	unlocalized-scaffold	X	DS485898.1	=	NW_001847187.1	Primary Assembly	1028	chrX_DS485898v1_random	FALSE
211000022279111	unlocalized-scaffold	X	DS485899.1	=	NW_001847188.1	Primary Assembly	1027	chrX_DS485899v1_random	FALSE
211000022278669	unlocalized-scaffold	X	DS485909.1	=	NW_001847198.1	Primary Assembly	1023	chrX_DS485909v1_random	FALSE
211000022278474	unlocalized-scaffold	X	DS485913.1	=	NW_001847202.1	Primary Assembly	1022	chrX_DS485913v1_random	FALSE
211000022278638	unlocalized-scaffold	X	DS485934.1	=	NW_001847223.1	Primary Assembly	1019	chrX_DS485934v1_random	FALSE
211000022278626	unlocalized-scaffold	X	DS485941.1	=	NW_001847230.1	Primary Assembly	1018	chrX_DS485941v1_random	FALSE
211000022278350	unlocalized-scaffold	X	DS485942.1	=	NW_001847231.1	Primary Assembly	1018	chrX_DS485942v1_random	FALSE
211000022279113	unlocalized-scaffold	X	DS485950.1	=	NW_001847239.1	Primary Assembly	1015	chrX_DS485950v1_random	FALSE
211000022279010	unlocalized-scaffold	X	DS485959.1	=	NW_001847248.1	Primary Assembly	1013	chrX_DS485959v1_random	FALSE
211000022278458	unlocalized-scaffold	X	DS485962.1	=	NW_001847251.1	Primary Assembly	1012	chrX_DS485962v1_random	FALSE
211000022278483	unlocalized-scaffold	X	DS485967.1	=	NW_001847256.1	Primary Assembly	1011	chrX_DS485967v1_random	FALSE
211000022279720	unlocalized-scaffold	X	DS485978.1	=	NW_001847267.1	Primary Assembly	1008	chrX_DS485978v1_random	FALSE
211000022278488	unlocalized-scaffold	X	DS485981.1	=	NW_001847270.1	Primary Assembly	1007	chrX_DS485981v1_random	FALSE
211000022278811	unlocalized-scaffold	X	DS485987.1	=	NW_001847276.1	Primary Assembly	1005	chrX_DS485987v1_random	FALSE
211000022278230	unlocalized-scaffold	X	DS485994.1	=	NW_001847283.1	Primary Assembly	1004	chrX_DS485994v1_random	FALSE
Y_mapped_Scaffold_5_D1748_D1610	unlocalized-scaffold	Y	CP007107.1	=	NW_007931108.1	Primary Assembly	73091	chrY_CP007107v1_random	FALSE
Y_mapped_Scaffold_9_D1573	unlocalized-scaffold	Y	CP007108.1	=	NW_007931109.1	Primary Assembly	66731	chrY_CP007108v1_random	FALSE
Y_mapped_Scaffold_12_D1771	unlocalized-scaffold	Y	CP007109.1	=	NW_007931110.1	Primary Assembly	66439	chrY_CP007109v1_random	FALSE
Y_mapped_Scaffold_15_D1727	unlocalized-scaffold	Y	CP007110.1	=	NW_007931111.1	Primary Assembly	33316	chrY_CP007110v1_random	FALSE
Y_mapped_Scaffold_18_D1698	unlocalized-scaffold	Y	CP007111.1	=	NW_007931112.1	Primary Assembly	34521	chrY_CP007111v1_random	FALSE
Y_mapped_Scaffold_20_D1762_D1719	unlocalized-scaffold	Y	CP007112.1	=	NW_007931113.1	Primary Assembly	39041	chrY_CP007112v1_random	FALSE
Y_mapped_Scaffold_21_D1683_D1693	unlocalized-scaffold	Y	CP007113.1	=	NW_007931114.1	Primary Assembly	34359	chrY_CP007113v1_random	FALSE
Y_mapped_Scaffold_23_D1638	unlocalized-scaffold	Y	CP007114.1	=	NW_007931115.1	Primary Assembly	31460	chrY_CP007114v1_random	FALSE
Y_mapped_Scaffold_26_D1717	unlocalized-scaffold	Y	CP007115.1	=	NW_007931116.1	Primary Assembly	21921	chrY_CP007115v1_random	FALSE
Y_mapped_Scaffold_30_D1720	unlocalized-scaffold	Y	CP007116.1	=	NW_007931117.1	Primary Assembly	25805	chrY_CP007116v1_random	FALSE
Y_mapped_Scaffold_34_D1584	unlocalized-scaffold	Y	CP007117.1	=	NW_007931118.1	Primary Assembly	24380	chrY_CP007117v1_random	FALSE
Y_mapped_Scaffold_53_D1765	unlocalized-scaffold	Y	CP007118.1	=	NW_007931119.1	Primary Assembly	44104	chrY_CP007118v1_random	FALSE
211000022279762	unlocalized-scaffold	Y	CP007119.1	=	NW_007931120.1	Primary Assembly	11498	chrY_CP007119v1_random	FALSE
211000022280742	unlocalized-scaffold	Y	DS483677.1	=	NW_001844966.1	Primary Assembly	12513	chrY_DS483677v1_random	FALSE
211000022280763	unlocalized-scaffold	Y	DS483690.1	=	NW_001844979.1	Primary Assembly	12001	chrY_DS483690v1_random	FALSE
211000022280187	unlocalized-scaffold	Y	DS483725.1	=	NW_001845014.1	Primary Assembly	13079	chrY_DS483725v1_random	FALSE
211000022279681	unlocalized-scaffold	Y	DS483742.1	=	NW_001845031.1	Primary Assembly	11763	chrY_DS483742v1_random	FALSE
211000022278684	unlocalized-scaffold	Y	DS483778.1	=	NW_001845067.1	Primary Assembly	5984	chrY_DS483778v1_random	FALSE
211000022280748	unlocalized-scaffold	Y	DS483788.1	=	NW_001845077.1	Primary Assembly	5564	chrY_DS483788v1_random	FALSE
211000022279688	unlocalized-scaffold	Y	DS483790.1	=	NW_001845079.1	Primary Assembly	5520	chrY_DS483790v1_random	FALSE
211000022280494	unlocalized-scaffold	Y	DS483875.1	=	NW_001845164.1	Primary Assembly	4197	chrY_DS483875v1_random	FALSE
211000022280504	unlocalized-scaffold	Y	DS483889.1	=	NW_001845178.1	Primary Assembly	4059	chrY_DS483889v1_random	FALSE
211000022280481	unlocalized-scaffold	Y	DS483931.1	=	NW_001845220.1	Primary Assembly	3713	chrY_DS483931v1_random	FALSE
211000022278601	unlocalized-scaffold	Y	DS483959.1	=	NW_001845248.1	Primary Assembly	3537	chrY_DS483959v1_random	FALSE
211000022279030	unlocalized-scaffold	Y	DS483966.1	=	NW_001845255.1	Primary Assembly	3502	chrY_DS483966v1_random	FALSE
211000022279468	unlocalized-scaffold	Y	DS483967.1	=	NW_001845256.1	Primary Assembly	3499	chrY_DS483967v1_random	FALSE
211000022278795	unlocalized-scaffold	Y	DS483987.1	=	NW_001845276.1	Primary Assembly	3375	chrY_DS483987v1_random	FALSE
211000022279951	unlocalized-scaffold	Y	DS483988.1	=	NW_001845277.1	Primary Assembly	3374	chrY_DS483988v1_random	FALSE
211000022280483	unlocalized-scaffold	Y	DS483996.1	=	NW_001845285.1	Primary Assembly	3341	chrY_DS483996v1_random	FALSE
211000022278218	unlocalized-scaffold	Y	DS484021.1	=	NW_001845310.1	Primary Assembly	3213	chrY_DS484021v1_random	FALSE
211000022280619	unlocalized-scaffold	Y	DS484029.1	=	NW_001845318.1	Primary Assembly	3195	chrY_DS484029v1_random	FALSE
211000022279224	unlocalized-scaffold	Y	DS484037.1	=	NW_001845326.1	Primary Assembly	3173	chrY_DS484037v1_random	FALSE
211000022279649	unlocalized-scaffold	Y	DS484043.1	=	NW_001845332.1	Primary Assembly	3154	chrY_DS484043v1_random	FALSE
211000022279186	unlocalized-scaffold	Y	DS484049.1	=	NW_001845338.1	Primary Assembly	3102	chrY_DS484049v1_random	FALSE
211000022278895	unlocalized-scaffold	Y	DS484056.1	=	NW_001845345.1	Primary Assembly	3077	chrY_DS484056v1_random	FALSE
211000022279642	unlocalized-scaffold	Y	DS484063.1	=	NW_001845352.1	Primary Assembly	3046	chrY_DS484063v1_random	FALSE
211000022280686	unlocalized-scaffold	Y	DS484094.1	=	NW_001845383.1	Primary Assembly	2922	chrY_DS484094v1_random	FALSE
211000022279532	unlocalized-scaffold	Y	DS484103.1	=	NW_001845392.1	Primary Assembly	2899	chrY_DS484103v1_random	FALSE
211000022279382	unlocalized-scaffold	Y	DS484128.1	=	NW_001845417.1	Primary Assembly	2836	chrY_DS484128v1_random	FALSE
211000022278436	unlocalized-scaffold	Y	DS484142.1	=	NW_001845431.1	Primary Assembly	2815	chrY_DS484142v1_random	FALSE
211000022278586	unlocalized-scaffold	Y	DS484146.1	=	NW_001845435.1	Primary Assembly	2799	chrY_DS484146v1_random	FALSE
211000022278734	unlocalized-scaffold	Y	DS484164.1	=	NW_001845453.1	Primary Assembly	2762	chrY_DS484164v1_random	FALSE
211000022279709	unlocalized-scaffold	Y	DS484171.1	=	NW_001845460.1	Primary Assembly	2728	chrY_DS484171v1_random	FALSE
211000022280138	unlocalized-scaffold	Y	DS484175.1	=	NW_001845464.1	Primary Assembly	2709	chrY_DS484175v1_random	FALSE
211000022279755	unlocalized-scaffold	Y	DS484181.1	=	NW_001845470.1	Primary Assembly	2694	chrY_DS484181v1_random	FALSE
211000022278278	unlocalized-scaffold	Y	DS484184.1	=	NW_001845473.1	Primary Assembly	2688	chrY_DS484184v1_random	FALSE
211000022279046	unlocalized-scaffold	Y	DS484197.1	=	NW_001845486.1	Primary Assembly	2642	chrY_DS484197v1_random	FALSE
211000022278509	unlocalized-scaffold	Y	DS484233.1	=	NW_001845522.1	Primary Assembly	2565	chrY_DS484233v1_random	FALSE
211000022279261	unlocalized-scaffold	Y	DS484249.1	=	NW_001845538.1	Primary Assembly	2522	chrY_DS484249v1_random	FALSE
211000022278743	unlocalized-scaffold	Y	DS484250.1	=	NW_001845539.1	Primary Assembly	2521	chrY_DS484250v1_random	FALSE
211000022278683	unlocalized-scaffold	Y	DS484259.1	=	NW_001845548.1	Primary Assembly	2508	chrY_DS484259v1_random	FALSE
211000022278802	unlocalized-scaffold	Y	DS484266.1	=	NW_001845555.1	Primary Assembly	2477	chrY_DS484266v1_random	FALSE
211000022278510	unlocalized-scaffold	Y	DS484270.1	=	NW_001845559.1	Primary Assembly	2473	chrY_DS484270v1_random	FALSE
211000022279334	unlocalized-scaffold	Y	DS484336.1	=	NW_001845625.1	Primary Assembly	2342	chrY_DS484336v1_random	FALSE
211000022278577	unlocalized-scaffold	Y	DS484351.1	=	NW_001845640.1	Primary Assembly	2303	chrY_DS484351v1_random	FALSE
211000022280024	unlocalized-scaffold	Y	DS484377.1	=	NW_001845666.1	Primary Assembly	2232	chrY_DS484377v1_random	FALSE
211000022279932	unlocalized-scaffold	Y	DS484390.1	=	NW_001845679.1	Primary Assembly	2206	chrY_DS484390v1_random	FALSE
211000022279583	unlocalized-scaffold	Y	DS484441.1	=	NW_001845730.1	Primary Assembly	2096	chrY_DS484441v1_random	FALSE
211000022279937	unlocalized-scaffold	Y	DS484465.1	=	NW_001845754.1	Primary Assembly	2063	chrY_DS484465v1_random	FALSE
211000022278984	unlocalized-scaffold	Y	DS484492.1	=	NW_001845781.1	Primary Assembly	2005	chrY_DS484492v1_random	FALSE
211000022279268	unlocalized-scaffold	Y	DS484523.1	=	NW_001845812.1	Primary Assembly	1961	chrY_DS484523v1_random	FALSE
211000022278449	unlocalized-scaffold	Y	DS484530.1	=	NW_001845819.1	Primary Assembly	1947	chrY_DS484530v1_random	FALSE
211000022279795	unlocalized-scaffold	Y	DS484531.1	=	NW_001845820.1	Primary Assembly	1946	chrY_DS484531v1_random	FALSE
211000022279104	unlocalized-scaffold	Y	DS484574.1	=	NW_001845863.1	Primary Assembly	1890	chrY_DS484574v1_random	FALSE
211000022279494	unlocalized-scaffold	Y	DS484589.1	=	NW_001845878.1	Primary Assembly	1863	chrY_DS484589v1_random	FALSE
211000022278941	unlocalized-scaffold	Y	DS484631.1	=	NW_001845920.1	Primary Assembly	1775	chrY_DS484631v1_random	FALSE
211000022279123	unlocalized-scaffold	Y	DS484637.1	=	NW_001845926.1	Primary Assembly	1766	chrY_DS484637v1_random	FALSE
211000022279989	unlocalized-scaffold	Y	DS484641.1	=	NW_001845930.1	Primary Assembly	1756	chrY_DS484641v1_random	FALSE
211000022278565	unlocalized-scaffold	Y	DS484643.1	=	NW_001845932.1	Primary Assembly	1751	chrY_DS484643v1_random	FALSE
211000022279026	unlocalized-scaffold	Y	DS484665.1	=	NW_001845954.1	Primary Assembly	1712	chrY_DS484665v1_random	FALSE
211000022279936	unlocalized-scaffold	Y	DS484674.1	=	NW_001845963.1	Primary Assembly	1690	chrY_DS484674v1_random	FALSE
211000022279025	unlocalized-scaffold	Y	DS484675.1	=	NW_001845964.1	Primary Assembly	1690	chrY_DS484675v1_random	FALSE
211000022279582	unlocalized-scaffold	Y	DS484680.1	=	NW_001845969.1	Primary Assembly	1683	chrY_DS484680v1_random	FALSE
211000022278709	unlocalized-scaffold	Y	DS484681.1	=	NW_001845970.1	Primary Assembly	1683	chrY_DS484681v1_random	FALSE
211000022279680	unlocalized-scaffold	Y	DS484696.1	=	NW_001845985.1	Primary Assembly	1637	chrY_DS484696v1_random	FALSE
211000022279090	unlocalized-scaffold	Y	DS484706.1	=	NW_001845995.1	Primary Assembly	1619	chrY_DS484706v1_random	FALSE
211000022279870	unlocalized-scaffold	Y	DS484757.1	=	NW_001846046.1	Primary Assembly	1525	chrY_DS484757v1_random	FALSE
211000022278872	unlocalized-scaffold	Y	DS484781.1	=	NW_001846070.1	Primary Assembly	1485	chrY_DS484781v1_random	FALSE
211000022278214	unlocalized-scaffold	Y	DS484805.1	=	NW_001846094.1	Primary Assembly	1459	chrY_DS484805v1_random	FALSE
211000022279963	unlocalized-scaffold	Y	DS484807.1	=	NW_001846096.1	Primary Assembly	1456	chrY_DS484807v1_random	FALSE
211000022278997	unlocalized-scaffold	Y	DS484818.1	=	NW_001846107.1	Primary Assembly	1443	chrY_DS484818v1_random	FALSE
211000022279876	unlocalized-scaffold	Y	DS484820.1	=	NW_001846109.1	Primary Assembly	1440	chrY_DS484820v1_random	FALSE
211000022279950	unlocalized-scaffold	Y	DS484830.1	=	NW_001846119.1	Primary Assembly	1429	chrY_DS484830v1_random	FALSE
211000022279279	unlocalized-scaffold	Y	DS484863.1	=	NW_001846152.1	Primary Assembly	1393	chrY_DS484863v1_random	FALSE
211000022280116	unlocalized-scaffold	Y	DS484875.1	=	NW_001846164.1	Primary Assembly	1383	chrY_DS484875v1_random	FALSE
211000022279907	unlocalized-scaffold	Y	DS484876.1	=	NW_001846165.1	Primary Assembly	1382	chrY_DS484876v1_random	FALSE
211000022279484	unlocalized-scaffold	Y	DS484908.1	=	NW_001846197.1	Primary Assembly	1360	chrY_DS484908v1_random	FALSE
211000022279392	unlocalized-scaffold	Y	DS484909.1	=	NW_001846198.1	Primary Assembly	1356	chrY_DS484909v1_random	FALSE
211000022280044	unlocalized-scaffold	Y	DS484924.1	=	NW_001846213.1	Primary Assembly	1341	chrY_DS484924v1_random	FALSE
211000022279550	unlocalized-scaffold	Y	DS484942.1	=	NW_001846231.1	Primary Assembly	1333	chrY_DS484942v1_random	FALSE
211000022279485	unlocalized-scaffold	Y	DS484945.1	=	NW_001846234.1	Primary Assembly	1330	chrY_DS484945v1_random	FALSE
211000022279404	unlocalized-scaffold	Y	DS484956.1	=	NW_001846245.1	Primary Assembly	1322	chrY_DS484956v1_random	FALSE
211000022279560	unlocalized-scaffold	Y	DS484983.1	=	NW_001846272.1	Primary Assembly	1304	chrY_DS484983v1_random	FALSE
211000022278722	unlocalized-scaffold	Y	DS484986.1	=	NW_001846275.1	Primary Assembly	1303	chrY_DS484986v1_random	FALSE
211000022278153	unlocalized-scaffold	Y	DS484992.1	=	NW_001846281.1	Primary Assembly	1297	chrY_DS484992v1_random	FALSE
211000022279319	unlocalized-scaffold	Y	DS484994.1	=	NW_001846283.1	Primary Assembly	1297	chrY_DS484994v1_random	FALSE
211000022278405	unlocalized-scaffold	Y	DS485013.1	=	NW_001846302.1	Primary Assembly	1284	chrY_DS485013v1_random	FALSE
211000022279835	unlocalized-scaffold	Y	DS485014.1	=	NW_001846303.1	Primary Assembly	1283	chrY_DS485014v1_random	FALSE
211000022278418	unlocalized-scaffold	Y	DS485016.1	=	NW_001846305.1	Primary Assembly	1282	chrY_DS485016v1_random	FALSE
211000022280157	unlocalized-scaffold	Y	DS485028.1	=	NW_001846317.1	Primary Assembly	1277	chrY_DS485028v1_random	FALSE
211000022279269	unlocalized-scaffold	Y	DS485042.1	=	NW_001846331.1	Primary Assembly	1271	chrY_DS485042v1_random	FALSE
211000022279496	unlocalized-scaffold	Y	DS485048.1	=	NW_001846337.1	Primary Assembly	1270	chrY_DS485048v1_random	FALSE
211000022278791	unlocalized-scaffold	Y	DS485051.1	=	NW_001846340.1	Primary Assembly	1268	chrY_DS485051v1_random	FALSE
211000022278756	unlocalized-scaffold	Y	DS485070.1	=	NW_001846359.1	Primary Assembly	1260	chrY_DS485070v1_random	FALSE
211000022279725	unlocalized-scaffold	Y	DS485097.1	=	NW_001846386.1	Primary Assembly	1243	chrY_DS485097v1_random	FALSE
211000022279491	unlocalized-scaffold	Y	DS485099.1	=	NW_001846388.1	Primary Assembly	1241	chrY_DS485099v1_random	FALSE
211000022278135	unlocalized-scaffold	Y	DS485113.1	=	NW_001846402.1	Primary Assembly	1237	chrY_DS485113v1_random	FALSE
211000022279678	unlocalized-scaffold	Y	DS485137.1	=	NW_001846426.1	Primary Assembly	1230	chrY_DS485137v1_random	FALSE
211000022279918	unlocalized-scaffold	Y	DS485143.1	=	NW_001846432.1	Primary Assembly	1227	chrY_DS485143v1_random	FALSE
211000022279047	unlocalized-scaffold	Y	DS485158.1	=	NW_001846447.1	Primary Assembly	1224	chrY_DS485158v1_random	FALSE
211000022278798	unlocalized-scaffold	Y	DS485159.1	=	NW_001846448.1	Primary Assembly	1224	chrY_DS485159v1_random	FALSE
211000022278935	unlocalized-scaffold	Y	DS485166.1	=	NW_001846455.1	Primary Assembly	1222	chrY_DS485166v1_random	FALSE
211000022279335	unlocalized-scaffold	Y	DS485178.1	=	NW_001846467.1	Primary Assembly	1218	chrY_DS485178v1_random	FALSE
211000022280090	unlocalized-scaffold	Y	DS485219.1	=	NW_001846508.1	Primary Assembly	1202	chrY_DS485219v1_random	FALSE
211000022279174	unlocalized-scaffold	Y	DS485236.1	=	NW_001846525.1	Primary Assembly	1195	chrY_DS485236v1_random	FALSE
211000022278990	unlocalized-scaffold	Y	DS485250.1	=	NW_001846539.1	Primary Assembly	1192	chrY_DS485250v1_random	FALSE
211000022278142	unlocalized-scaffold	Y	DS485267.1	=	NW_001846556.1	Primary Assembly	1186	chrY_DS485267v1_random	FALSE
211000022279974	unlocalized-scaffold	Y	DS485283.1	=	NW_001846572.1	Primary Assembly	1182	chrY_DS485283v1_random	FALSE
211000022279831	unlocalized-scaffold	Y	DS485288.1	=	NW_001846577.1	Primary Assembly	1181	chrY_DS485288v1_random	FALSE
211000022279452	unlocalized-scaffold	Y	DS485302.1	=	NW_001846591.1	Primary Assembly	1176	chrY_DS485302v1_random	FALSE
211000022279679	unlocalized-scaffold	Y	DS485315.1	=	NW_001846604.1	Primary Assembly	1171	chrY_DS485315v1_random	FALSE
211000022279999	unlocalized-scaffold	Y	DS485316.1	=	NW_001846605.1	Primary Assembly	1171	chrY_DS485316v1_random	FALSE
211000022279669	unlocalized-scaffold	Y	DS485318.1	=	NW_001846607.1	Primary Assembly	1170	chrY_DS485318v1_random	FALSE
211000022279410	unlocalized-scaffold	Y	DS485320.1	=	NW_001846609.1	Primary Assembly	1169	chrY_DS485320v1_random	FALSE
211000022279333	unlocalized-scaffold	Y	DS485328.1	=	NW_001846617.1	Primary Assembly	1166	chrY_DS485328v1_random	FALSE
211000022279266	unlocalized-scaffold	Y	DS485329.1	=	NW_001846618.1	Primary Assembly	1166	chrY_DS485329v1_random	FALSE
211000022279986	unlocalized-scaffold	Y	DS485335.1	=	NW_001846624.1	Primary Assembly	1163	chrY_DS485335v1_random	FALSE
211000022279280	unlocalized-scaffold	Y	DS485343.1	=	NW_001846632.1	Primary Assembly	1162	chrY_DS485343v1_random	FALSE
211000022279164	unlocalized-scaffold	Y	DS485359.1	=	NW_001846648.1	Primary Assembly	1159	chrY_DS485359v1_random	FALSE
211000022279511	unlocalized-scaffold	Y	DS485363.1	=	NW_001846652.1	Primary Assembly	1158	chrY_DS485363v1_random	FALSE
211000022279153	unlocalized-scaffold	Y	DS485374.1	=	NW_001846663.1	Primary Assembly	1155	chrY_DS485374v1_random	FALSE
211000022278499	unlocalized-scaffold	Y	DS485375.1	=	NW_001846664.1	Primary Assembly	1155	chrY_DS485375v1_random	FALSE
211000022278995	unlocalized-scaffold	Y	DS485388.1	=	NW_001846677.1	Primary Assembly	1152	chrY_DS485388v1_random	FALSE
211000022279181	unlocalized-scaffold	Y	DS485399.1	=	NW_001846688.1	Primary Assembly	1148	chrY_DS485399v1_random	FALSE
211000022279352	unlocalized-scaffold	Y	DS485409.1	=	NW_001846698.1	Primary Assembly	1147	chrY_DS485409v1_random	FALSE
211000022279935	unlocalized-scaffold	Y	DS485416.1	=	NW_001846705.1	Primary Assembly	1146	chrY_DS485416v1_random	FALSE
211000022279901	unlocalized-scaffold	Y	DS485422.1	=	NW_001846711.1	Primary Assembly	1144	chrY_DS485422v1_random	FALSE
211000022278760	unlocalized-scaffold	Y	DS485423.1	=	NW_001846712.1	Primary Assembly	1144	chrY_DS485423v1_random	FALSE
211000022278936	unlocalized-scaffold	Y	DS485427.1	=	NW_001846716.1	Primary Assembly	1142	chrY_DS485427v1_random	FALSE
211000022279995	unlocalized-scaffold	Y	DS485430.1	=	NW_001846719.1	Primary Assembly	1141	chrY_DS485430v1_random	FALSE
211000022279938	unlocalized-scaffold	Y	DS485436.1	=	NW_001846725.1	Primary Assembly	1140	chrY_DS485436v1_random	FALSE
211000022279458	unlocalized-scaffold	Y	DS485440.1	=	NW_001846729.1	Primary Assembly	1139	chrY_DS485440v1_random	FALSE
211000022279941	unlocalized-scaffold	Y	DS485450.1	=	NW_001846739.1	Primary Assembly	1136	chrY_DS485450v1_random	FALSE
211000022279391	unlocalized-scaffold	Y	DS485452.1	=	NW_001846741.1	Primary Assembly	1136	chrY_DS485452v1_random	FALSE
211000022278450	unlocalized-scaffold	Y	DS485460.1	=	NW_001846749.1	Primary Assembly	1134	chrY_DS485460v1_random	FALSE
211000022279799	unlocalized-scaffold	Y	DS485470.1	=	NW_001846759.1	Primary Assembly	1132	chrY_DS485470v1_random	FALSE
211000022279800	unlocalized-scaffold	Y	DS485473.1	=	NW_001846762.1	Primary Assembly	1131	chrY_DS485473v1_random	FALSE
211000022278987	unlocalized-scaffold	Y	DS485483.1	=	NW_001846772.1	Primary Assembly	1129	chrY_DS485483v1_random	FALSE
211000022278959	unlocalized-scaffold	Y	DS485492.1	=	NW_001846781.1	Primary Assembly	1126	chrY_DS485492v1_random	FALSE
211000022279910	unlocalized-scaffold	Y	DS485512.1	=	NW_001846801.1	Primary Assembly	1122	chrY_DS485512v1_random	FALSE
211000022279165	unlocalized-scaffold	Y	DS485523.1	=	NW_001846812.1	Primary Assembly	1118	chrY_DS485523v1_random	FALSE
211000022279546	unlocalized-scaffold	Y	DS485532.1	=	NW_001846821.1	Primary Assembly	1116	chrY_DS485532v1_random	FALSE
211000022278736	unlocalized-scaffold	Y	DS485534.1	=	NW_001846823.1	Primary Assembly	1116	chrY_DS485534v1_random	FALSE
211000022279813	unlocalized-scaffold	Y	DS485552.1	=	NW_001846841.1	Primary Assembly	1111	chrY_DS485552v1_random	FALSE
211000022279236	unlocalized-scaffold	Y	DS485560.1	=	NW_001846849.1	Primary Assembly	1110	chrY_DS485560v1_random	FALSE
211000022278873	unlocalized-scaffold	Y	DS485561.1	=	NW_001846850.1	Primary Assembly	1109	chrY_DS485561v1_random	FALSE
211000022279005	unlocalized-scaffold	Y	DS485575.1	=	NW_001846864.1	Primary Assembly	1106	chrY_DS485575v1_random	FALSE
211000022278201	unlocalized-scaffold	Y	DS485594.1	=	NW_001846883.1	Primary Assembly	1101	chrY_DS485594v1_random	FALSE
211000022279586	unlocalized-scaffold	Y	DS485604.1	=	NW_001846893.1	Primary Assembly	1098	chrY_DS485604v1_random	FALSE
211000022279661	unlocalized-scaffold	Y	DS485625.1	=	NW_001846914.1	Primary Assembly	1090	chrY_DS485625v1_random	FALSE
211000022279403	unlocalized-scaffold	Y	DS485641.1	=	NW_001846930.1	Primary Assembly	1087	chrY_DS485641v1_random	FALSE
211000022278803	unlocalized-scaffold	Y	DS485646.1	=	NW_001846935.1	Primary Assembly	1086	chrY_DS485646v1_random	FALSE
211000022279459	unlocalized-scaffold	Y	DS485685.1	=	NW_001846974.1	Primary Assembly	1075	chrY_DS485685v1_random	FALSE
