chrom	size	assembled	circular
chr11_KN196481v1_fix	108875	FALSE	FALSE
chr11_KQ090022v1_fix	181958	FALSE	FALSE
chr11_KQ759759v1_fix	196940	FALSE	FALSE
chr11_KQ759759v2_fix	204999	FALSE	FALSE
chr11_KV766195v1_fix	140877	FALSE	FALSE
chr11_KZ559108v1_fix	305244	FALSE	FALSE
chr11_KZ559109v1_fix	279644	FALSE	FALSE
chr11_ML143356v1_fix	45257	FALSE	FALSE
chr11_ML143357v1_fix	165419	FALSE	FALSE
chr11_ML143358v1_fix	270122	FALSE	FALSE
chr11_ML143359v1_fix	217075	FALSE	FALSE
chr11_ML143360v1_fix	170928	FALSE	FALSE
chr11_MU273369v1_fix	434831	FALSE	FALSE
chr11_MU273370v1_fix	344606	FALSE	FALSE
chr11_MU273371v1_fix	122722	FALSE	FALSE
chr12_KN196482v1_fix	211377	FALSE	FALSE
chr12_KN538369v1_fix	541038	FALSE	FALSE
chr12_KN538370v1_fix	86533	FALSE	FALSE
chr12_KQ759760v1_fix	315610	FALSE	FALSE
chr12_KZ208916v1_fix	1046838	FALSE	FALSE
chr12_KZ208917v1_fix	64689	FALSE	FALSE
chr12_ML143361v1_fix	297568	FALSE	FALSE
chr12_ML143362v1_fix	192531	FALSE	FALSE
chr12_MU273372v1_fix	104537	FALSE	FALSE
chr13_KN196483v1_fix	35455	FALSE	FALSE
chr13_KN538371v1_fix	206320	FALSE	FALSE
chr13_KN538372v1_fix	356766	FALSE	FALSE
chr13_KN538373v1_fix	148762	FALSE	FALSE
chr13_ML143363v1_fix	7309	FALSE	FALSE
chr13_ML143364v1_fix	158944	FALSE	FALSE
chr13_ML143365v1_fix	65394	FALSE	FALSE
chr13_ML143366v1_fix	409912	FALSE	FALSE
chr14_KZ208920v1_fix	690932	FALSE	FALSE
chr14_ML143367v1_fix	399183	FALSE	FALSE
chr14_MU273373v1_fix	722645	FALSE	FALSE
chr15_KN538374v1_fix	4998962	FALSE	FALSE
chr15_ML143369v1_fix	97763	FALSE	FALSE
chr15_ML143370v1_fix	369264	FALSE	FALSE
chr15_ML143371v1_fix	5500449	FALSE	FALSE
chr15_ML143372v1_fix	396515	FALSE	FALSE
chr15_MU273374v1_fix	1154574	FALSE	FALSE
chr16_KV880768v1_fix	1927115	FALSE	FALSE
chr16_KZ559113v1_fix	480415	FALSE	FALSE
chr16_ML143373v1_fix	270967	FALSE	FALSE
chr16_MU273376v1_fix	87715	FALSE	FALSE
chr16_MU273377v1_fix	334997	FALSE	FALSE
chr17_KV575245v1_fix	154723	FALSE	FALSE
chr17_KV766196v1_fix	281919	FALSE	FALSE
chr17_ML143374v1_fix	137908	FALSE	FALSE
chr17_ML143375v1_fix	56695	FALSE	FALSE
chr17_MU273379v1_fix	234878	FALSE	FALSE
chr17_MU273380v1_fix	538541	FALSE	FALSE
chr17_MU273381v1_fix	144689	FALSE	FALSE
chr17_MU273382v1_fix	187626	FALSE	FALSE
chr17_MU273383v1_fix	172609	FALSE	FALSE
chr18_KQ090028v1_fix	407387	FALSE	FALSE
chr18_KZ208922v1_fix	93070	FALSE	FALSE
chr18_KZ559115v1_fix	230843	FALSE	FALSE
chr19_KN196484v1_fix	370917	FALSE	FALSE
chr19_KQ458386v1_fix	405389	FALSE	FALSE
chr19_ML143376v1_fix	493165	FALSE	FALSE
chr19_MU273384v1_fix	333754	FALSE	FALSE
chr19_MU273385v1_fix	137818	FALSE	FALSE
chr19_MU273386v1_fix	226166	FALSE	FALSE
chr20_MU273388v1_fix	273725	FALSE	FALSE
chr20_MU273389v1_fix	355731	FALSE	FALSE
chr21_ML143377v1_fix	519485	FALSE	FALSE
chr21_MU273390v1_fix	336752	FALSE	FALSE
chr21_MU273391v1_fix	1020778	FALSE	FALSE
chr21_MU273392v1_fix	189707	FALSE	FALSE
chr22_KQ759762v1_fix	101037	FALSE	FALSE
chr22_KQ759762v2_fix	101040	FALSE	FALSE
chr22_ML143378v1_fix	461303	FALSE	FALSE
chr22_ML143379v1_fix	12295	FALSE	FALSE
chr22_ML143380v1_fix	412368	FALSE	FALSE
chrX_ML143381v1_fix	403128	FALSE	FALSE
chrX_ML143382v1_fix	28824	FALSE	FALSE
chrX_ML143383v1_fix	68192	FALSE	FALSE
chrX_ML143384v1_fix	14678	FALSE	FALSE
chrX_ML143385v1_fix	17435	FALSE	FALSE
chrX_MU273393v1_fix	68810	FALSE	FALSE
chrX_MU273394v1_fix	140567	FALSE	FALSE
chrY_KN196487v1_fix	101150	FALSE	FALSE
chrY_KZ208923v1_fix	48370	FALSE	FALSE
chrY_KZ208924v1_fix	209722	FALSE	FALSE
chrY_MU273398v1_fix	865743	FALSE	FALSE
chr1_KQ458382v1_alt	141019	FALSE	FALSE
chr1_KQ458383v1_alt	349938	FALSE	FALSE
chr1_KQ458384v1_alt	212205	FALSE	FALSE
chr1_KQ983255v1_alt	278659	FALSE	FALSE
chr1_KV880763v1_alt	551020	FALSE	FALSE
chr1_KZ208904v1_alt	166136	FALSE	FALSE
chr1_KZ208905v1_alt	140355	FALSE	FALSE
chr1_MU273330v1_alt	516764	FALSE	FALSE
chr1_MU273331v1_alt	847441	FALSE	FALSE
chr1_MU273332v1_alt	335159	FALSE	FALSE
chr2_KQ983256v1_alt	535088	FALSE	FALSE
chr2_KZ208907v1_alt	181658	FALSE	FALSE
chr2_KZ208908v1_alt	140361	FALSE	FALSE
chr2_MU273337v1_alt	431782	FALSE	FALSE
chr2_MU273338v1_alt	535251	FALSE	FALSE
chr2_MU273339v1_alt	500581	FALSE	FALSE
chr2_MU273340v1_alt	284971	FALSE	FALSE
chr3_KZ208909v1_alt	175849	FALSE	FALSE
chr3_KZ559101v1_alt	164041	FALSE	FALSE
chr3_KZ559102v1_alt	197752	FALSE	FALSE
chr3_KZ559103v1_alt	302885	FALSE	FALSE
chr3_KZ559105v1_alt	195063	FALSE	FALSE
chr3_ML143343v1_alt	215443	FALSE	FALSE
chr4_KQ090013v1_alt	90922	FALSE	FALSE
chr4_KQ090014v1_alt	163749	FALSE	FALSE
chr4_KQ090015v1_alt	236512	FALSE	FALSE
chr4_KQ983258v1_alt	205407	FALSE	FALSE
chr4_KV766193v1_alt	420675	FALSE	FALSE
chr4_MU273349v1_alt	308682	FALSE	FALSE
chr5_KN196477v1_alt	139087	FALSE	FALSE
chr5_KV575243v1_alt	362221	FALSE	FALSE
chr5_KZ208910v1_alt	135987	FALSE	FALSE
chr5_MU273356v1_alt	302485	FALSE	FALSE
chr6_KQ090017v1_alt	82315	FALSE	FALSE
chr6_MU273357v1_alt	383128	FALSE	FALSE
chr7_KZ208913v1_alt	680662	FALSE	FALSE
chr7_KZ559106v1_alt	172555	FALSE	FALSE
chr7_MU273358v1_alt	464417	FALSE	FALSE
chr8_KZ559107v1_alt	103072	FALSE	FALSE
chr9_KQ090018v1_alt	163882	FALSE	FALSE
chr9_KQ090019v1_alt	134099	FALSE	FALSE
chr10_KQ090020v1_alt	185507	FALSE	FALSE
chr11_KN538368v1_alt	203552	FALSE	FALSE
chr11_KZ559110v1_alt	301637	FALSE	FALSE
chr11_KZ559111v1_alt	181167	FALSE	FALSE
chr11_MU273368v1_alt	261194	FALSE	FALSE
chr12_KQ090023v1_alt	109323	FALSE	FALSE
chr12_KZ208918v1_alt	174808	FALSE	FALSE
chr12_KZ559112v1_alt	154139	FALSE	FALSE
chr13_KQ090024v1_alt	168146	FALSE	FALSE
chr13_KQ090025v1_alt	123480	FALSE	FALSE
chr14_KZ208919v1_alt	171798	FALSE	FALSE
chr14_ML143368v1_alt	264228	FALSE	FALSE
chr15_KQ031389v1_alt	2365364	FALSE	FALSE
chr15_MU273375v1_alt	204007	FALSE	FALSE
chr16_KQ031390v1_alt	169136	FALSE	FALSE
chr16_KQ090026v1_alt	59016	FALSE	FALSE
chr16_KQ090027v1_alt	267463	FALSE	FALSE
chr16_KZ208921v1_alt	78609	FALSE	FALSE
chr17_KV766197v1_alt	246895	FALSE	FALSE
chr17_KV766198v1_alt	276292	FALSE	FALSE
chr17_KZ559114v1_alt	116753	FALSE	FALSE
chr17_MU273378v1_alt	372839	FALSE	FALSE
chr18_KQ458385v1_alt	205101	FALSE	FALSE
chr18_KZ559116v1_alt	163186	FALSE	FALSE
chr19_KV575246v1_alt	163926	FALSE	FALSE
chr19_KV575247v1_alt	170206	FALSE	FALSE
chr19_KV575248v1_alt	168131	FALSE	FALSE
chr19_KV575249v1_alt	293522	FALSE	FALSE
chr19_KV575250v1_alt	241058	FALSE	FALSE
chr19_KV575251v1_alt	159285	FALSE	FALSE
chr19_KV575252v1_alt	178197	FALSE	FALSE
chr19_KV575253v1_alt	166713	FALSE	FALSE
chr19_KV575254v1_alt	99845	FALSE	FALSE
chr19_KV575255v1_alt	161095	FALSE	FALSE
chr19_KV575256v1_alt	223118	FALSE	FALSE
chr19_KV575257v1_alt	100553	FALSE	FALSE
chr19_KV575258v1_alt	156965	FALSE	FALSE
chr19_KV575259v1_alt	171263	FALSE	FALSE
chr19_KV575260v1_alt	145691	FALSE	FALSE
chr19_MU273387v1_alt	89211	FALSE	FALSE
chr22_KN196485v1_alt	156562	FALSE	FALSE
chr22_KN196486v1_alt	153027	FALSE	FALSE
chr22_KQ458387v1_alt	155930	FALSE	FALSE
chr22_KQ458388v1_alt	174749	FALSE	FALSE
chr22_KQ759761v1_alt	145162	FALSE	FALSE
chrX_KV766199v1_alt	188004	FALSE	FALSE
chrX_MU273395v1_alt	619716	FALSE	FALSE
chrX_MU273396v1_alt	294119	FALSE	FALSE
chrX_MU273397v1_alt	330493	FALSE	FALSE
